,x
38670_at,-0.08281659
36683_at,-0.082783748
33990_at,-0.082776171
33780_at,-0.082681219
34455_at,-0.082589844
547_s_at,-0.082567356
35213_at,-0.082412093
41114_at,-0.082393555
37817_at,-0.082369193
35650_at,-0.082223483
34458_at,-0.082168782
1936_s_at,-0.082139334
35705_at,-0.082079221
41527_f_at,-0.082071192
31796_at,-0.082061928
40411_at,-0.082036409
34168_at,-0.081921644
41522_at,-0.081848052
1854_at,-0.081794937
36144_at,-0.081770319
36155_at,-0.081764238
38377_at,-0.081583231
35268_at,-0.081519833
40667_at,-0.081459063
38423_at,-0.081414943
801_at,-0.081363872
36524_at,-0.081017603
36793_at,-0.080801638
41779_at,-0.080793729
482_at,-0.080791745
33681_at,-0.080786571
40405_at,-0.080786434
38521_at,-0.080752397
37475_at,-0.080718715
34333_at,-0.080610297
32166_at,-0.080526968
467_at,-0.080490925
39281_at,-0.080426917
35139_at,-0.080418175
2001_g_at,-0.080343358
250_at,-0.080308997
41120_at,-0.080282935
40304_at,-0.080235483
36395_at,-0.080233473
37527_at,-0.080139709
39574_at,-0.080086171
41773_at,-0.080066705
41672_at,-0.080052651
40273_at,-0.08004933
1523_g_at,-0.080005273
38131_at,-0.07983389
39044_s_at,-0.079813887
40759_at,-0.079782357
41616_at,-0.079670918
458_at,-0.079461843
33062_at,-0.079072565
38228_g_at,-0.078984644
41207_at,-0.078964593
40632_at,-0.078952996
38429_at,-0.078721041
40313_at,-0.078463571
38809_s_at,-0.078430678
37946_at,-0.078406425
37646_at,-0.078320145
33345_at,-0.078310856
39376_at,-0.078292036
36364_at,-0.078228724
37550_at,-0.077972316
40286_r_at,-0.07796847
38738_at,-0.077874463
38246_r_at,-0.077753745
33560_at,-0.077699387
33292_at,-0.077605761
1137_at,-0.077594801
33168_at,-0.077585713
37274_at,-0.077582701
40847_at,-0.077559868
460_at,-0.077468969
1772_s_at,-0.077467157
481_at,-0.077440087
33921_at,-0.0773291
33616_at,-0.077239874
32369_at,-0.077230748
364_s_at,-0.07720065
830_at,-0.077091651
36199_at,-0.077078324
34986_at,-0.076994332
41314_at,-0.07688807
34491_at,-0.076873573
1483_at,-0.076729171
38704_at,-0.076680142
36217_at,-0.076669642
40329_at,-0.076558923
36506_at,-0.076499786
36773_f_at,-0.076499687
40652_at,-0.076303028
41365_at,-0.076099869
35399_at,-0.076064885
41723_s_at,-0.076012074
33801_at,-0.075988153
38457_at,-0.075863622
1291_s_at,-0.075684588
38773_at,-0.075666285
32022_at,-0.075592285
32271_at,-0.075577312
610_at,-0.075563601
38802_at,-0.075537273
32078_at,-0.075462969
40881_at,-0.075462894
32647_at,-0.075460608
37181_at,-0.075403162
37111_g_at,-0.075162822
39295_s_at,-0.075157658
34997_r_at,-0.07513276
32750_r_at,-0.075021514
40196_at,-0.075002686
37991_at,-0.074932554
41011_i_at,-0.074885686
36915_at,-0.074837442
1777_at,-0.074831126
37718_at,-0.07480471
38996_at,-0.074717245
537_f_at,-0.074634598
36114_r_at,-0.074632119
794_at,-0.074584493
33627_at,-0.074530589
40928_at,-0.07451269
38198_at,-0.074392448
33794_g_at,-0.07431717
841_at,-0.074314061
36681_at,-0.074311121
39177_r_at,-0.074143737
32342_at,-0.073871884
37342_s_at,-0.07379265
41202_s_at,-0.073780408
39951_at,-0.073663649
40024_at,-0.073629158
34174_s_at,-0.073540734
39216_at,-0.073463594
32468_f_at,-0.073351227
35507_at,-0.073309447
36148_at,-0.07322438
36953_at,-0.07320125
34574_at,-0.073149924
36760_at,-0.073077068
1572_s_at,-0.073056504
858_at,-0.07298994
35341_at,-0.072969706
1870_at,-0.072945305
32665_at,-0.07292455
40751_at,-0.072905982
31680_at,-0.072875945
38822_at,-0.072871201
1050_at,-0.072850831
31920_at,-0.07272793
33260_at,-0.072717634
32896_at,-0.07266951
34506_at,-0.072470587
41729_at,-0.07246407
33795_at,-0.072446778
41516_at,-0.072412447
40852_at,-0.072388587
41355_at,-0.072305505
39691_at,-0.072302984
41418_at,-0.07199199
38944_at,-0.071965618
41494_at,-0.071959226
36609_at,-0.071893605
35830_at,-0.071875103
40016_g_at,-0.071846446
38075_at,-0.071803835
41709_at,-0.071751472
41337_at,-0.071751002
35686_s_at,-0.07170292
39621_at,-0.071662046
39795_at,-0.07163761
37457_at,-0.071614085
39170_at,-0.071471647
122_at,-0.071422009
1635_at,-0.071411429
39924_at,-0.071341314
32824_at,-0.071300377
845_at,-0.071294743
39988_at,-0.071238673
38103_at,-0.071189708
744_at,-0.071171534
32549_at,-0.071137643
39697_at,-0.071134504
461_at,-0.071117858
34137_at,-0.071085846
36121_at,-0.071003455
32640_at,-0.070971134
35711_at,-0.070819882
34307_at,-0.070706621
1397_at,-0.070650935
39919_at,-0.070641253
39495_at,-0.070444386
1687_s_at,-0.070317297
39340_at,-0.070284241
40851_r_at,-0.070180736
40819_at,-0.070166066
34481_at,-0.070138498
40300_g_at,-0.070116394
34517_at,-0.070099817
38230_at,-0.070086721
35953_at,-0.069992212
31665_s_at,-0.069963536
40274_at,-0.06990518
40873_at,-0.069873285
38765_at,-0.069846936
33207_at,-0.069806857
35205_at,-0.069715152
1670_at,-0.069615585
34655_at,-0.069606301
172_at,-0.069588597
31716_at,-0.069523126
35826_at,-0.06943917
32187_at,-0.069421023
32183_at,-0.069420731
41868_at,-0.069405003
35649_at,-0.069362621
1593_at,-0.069319851
40093_at,-0.069303209
AFFX-BioDn-3_st,-0.06928256
38170_at,-0.069220918
37915_at,-0.069207376
40886_at,-0.06919159
41623_s_at,-0.069101219
33978_at,-0.0690495
36800_at,-0.069024024
36481_at,-0.068842203
39750_at,-0.068835244
33018_at,-0.068761267
632_at,-0.068625714
499_at,-0.068384981
1556_at,-0.068328584
34873_at,-0.068253152
39160_at,-0.067924514
40103_at,-0.067846792
37744_r_at,-0.067665009
38792_at,-0.067656865
38574_at,-0.067614383
40553_at,-0.06758946
33444_at,-0.067556391
38389_at,-0.067534171
32629_f_at,-0.06744628
39628_at,-0.067390074
33277_at,-0.067356331
34733_at,-0.067346104
31309_r_at,-0.0672642
40048_at,-0.067162376
34714_at,-0.067120246
41126_at,-0.067085491
31761_at,-0.066889465
38113_at,-0.066883077
33519_at,-0.06681136
37623_at,-0.066798745
36676_at,-0.066684508
38668_at,-0.066553149
34199_at,-0.066489694
32092_at,-0.066443498
1458_at,-0.066432382
37819_at,-0.066379307
1685_at,-0.066378708
35629_at,-0.066366144
41575_at,-0.06635573
31927_s_at,-0.066260233
35337_at,-0.066205401
39494_at,-0.066069854
1688_s_at,-0.066065501
38437_at,-0.066014512
323_at,-0.065977246
37848_at,-0.065913743
41667_s_at,-0.065857125
32711_g_at,-0.065845662
32630_f_at,-0.065842841
33556_at,-0.065820663
40246_at,-0.065480461
32740_at,-0.065328271
32419_at,-0.065306387
41003_at,-0.065252671
39644_at,-0.065170931
36993_at,-0.065157135
35170_at,-0.065134622
33752_at,-0.065090225
36836_at,-0.064990473
38510_at,-0.06498484
36654_s_at,-0.064978897
1171_s_at,-0.064935339
31826_at,-0.064899253
38005_at,-0.064877899
32592_at,-0.064862973
1337_s_at,-0.064825725
41289_at,-0.06460736
37830_at,-0.064605771
41866_s_at,-0.064588852
32658_at,-0.064547296
40144_at,-0.064429432
2070_i_at,-0.064428243
35175_f_at,-0.064402642
32108_at,-0.064286175
34231_at,-0.06420115
33727_r_at,-0.064147596
40045_g_at,-0.064097154
41032_at,-0.063991903
41857_r_at,-0.063901469
1990_g_at,-0.063840537
39561_at,-0.063801203
36220_at,-0.063792827
731_f_at,-0.063789838
33605_at,-0.063751866
31536_at,-0.063737386
39473_r_at,-0.063730142
32329_at,-0.063701674
38089_at,-0.063642007
980_at,-0.063611085
34329_at,-0.063592576
36123_at,-0.063516949
34750_r_at,-0.06344612
35402_at,-0.063425993
37643_at,-0.063374838
38343_at,-0.063252042
1394_at,-0.063106419
1292_at,-0.063064438
32231_at,-0.063045061
33925_at,-0.062947716
35429_at,-0.062832985
1197_at,-0.062628532
41188_at,-0.062604571
39096_at,-0.062480511
34990_at,-0.062431379
41471_at,-0.06239997
32666_at,-0.062326824
31770_at,-0.062272257
37257_at,-0.062197308
33792_at,-0.062053801
1747_at,-0.061990641
39857_at,-0.061899897
38095_i_at,-0.061793341
31700_at,-0.061593605
41465_at,-0.061499172
37895_at,-0.061498103
37735_at,-0.061441765
600_at,-0.061437669
32716_at,-0.061390983
1909_at,-0.061346998
1299_at,-0.061313278
715_s_at,-0.061169355
37062_at,-0.061022908
732_f_at,-0.060947247
32017_at,-0.060910676
34905_at,-0.060754789
34745_at,-0.060734643
37911_at,-0.060723923
33812_at,-0.060712414
38707_r_at,-0.060710328
234_s_at,-0.060644603
40420_at,-0.060630304
34172_s_at,-0.060472598
33358_at,-0.060455789
1698_g_at,-0.060336235
35284_f_at,-0.060243989
36483_at,-0.060077886
236_at,-0.05997649
362_at,-0.059913058
41378_at,-0.059897603
448_s_at,-0.059896112
41394_at,-0.059816892
1729_at,-0.059816191
37462_i_at,-0.059762658
37829_at,-0.059756614
34272_at,-0.059733704
39407_at,-0.059702515
36875_at,-0.059632904
38392_at,-0.059612861
35667_at,-0.05947148
39905_i_at,-0.059469656
34179_at,-0.059441853
AFFX-hum_alu_at,-0.05940585
39063_at,-0.059345527
893_at,-0.059312359
37099_at,-0.059308791
583_s_at,-0.059238714
31985_at,-0.059211999
41197_at,-0.059188144
32595_at,-0.059168931
924_s_at,-0.059125161
36110_at,-0.058934551
36465_at,-0.05892178
443_at,-0.058868423
34220_at,-0.058704466
32553_at,-0.058667827
37561_at,-0.058609876
36116_at,-0.058425513
40527_at,-0.058402562
36795_at,-0.058337124
34460_at,-0.058270748
39552_at,-0.058218493
713_at,-0.058144527
35892_at,-0.057940951
32572_at,-0.057914176
31939_at,-0.05777628
39115_at,-0.057768577
32656_at,-0.057700601
37128_at,-0.057672254
36470_s_at,-0.057498408
1361_at,-0.057473034
36489_at,-0.057258342
35430_at,-0.057132593
926_at,-0.056863638
1111_at,-0.056766331
34649_at,-0.05671181
38107_at,-0.056516091
41455_at,-0.05648761
258_at,-0.056398558
41757_at,-0.056355259
34643_at,-0.056283063
34759_at,-0.056239417
41039_at,-0.055960635
38682_at,-0.055939641
328_at,-0.055875495
39721_at,-0.055827244
32692_at,-0.055801653
38653_at,-0.055546111
37463_r_at,-0.055490357
31799_at,-0.055472074
974_at,-0.055459709
33398_at,-0.055448168
1213_at,-0.055349718
32156_at,-0.05527191
34345_at,-0.05522609
40849_s_at,-0.055130688
39957_at,-0.055013352
38401_s_at,-0.054988988
33887_at,-0.054932839
37657_at,-0.054814686
32699_s_at,-0.054772018
40633_at,-0.054702012
36553_at,-0.054630403
33331_at,-0.05462619
39656_at,-0.054568332
36898_r_at,-0.054558839
36079_at,-0.054399442
33807_at,-0.054323492
1790_s_at,-0.05430397
35499_at,-0.054248173
444_g_at,-0.054150255
33090_at,-0.054143128
36616_at,-0.054111727
1155_at,-0.054110035
33610_at,-0.054099963
33675_at,-0.054005745
1743_s_at,-0.054003939
33456_at,-0.054003458
1810_s_at,-0.053909987
35975_at,-0.053899166
35384_at,-0.053848474
32988_at,-0.053846713
36942_at,-0.053833024
41495_at,-0.053825273
1861_at,-0.053751452
32892_at,-0.053727288
36682_at,-0.053701293
36311_at,-0.053700114
36392_at,-0.053644306
128_at,-0.053626855
34451_at,-0.053612347
37925_r_at,-0.053594897
584_s_at,-0.053510221
38476_at,-0.053452461
34565_at,-0.053421801
40399_r_at,-0.053394062
38037_at,-0.053386111
38535_at,-0.053356573
32806_at,-0.053350067
39507_at,-0.05332718
32567_at,-0.053282711
31657_at,-0.053197871
37228_at,-0.052961533
36042_at,-0.052892506
38393_at,-0.052872627
35121_at,-0.052829943
40004_at,-0.052705219
39344_at,-0.052600079
1719_at,-0.0524978
38308_g_at,-0.052492346
1606_at,-0.052414869
545_g_at,-0.052381872
40362_at,-0.05237777
41598_at,-0.052355999
808_at,-0.052263253
40437_at,-0.052261833
38989_at,-0.052234568
37499_at,-0.052073115
37189_at,-0.051985845
41767_r_at,-0.051906402
38268_at,-0.051820793
1362_s_at,-0.051749726
1797_at,-0.051716584
35485_at,-0.051571634
1219_at,-0.051569264
38045_at,-0.051414094
704_at,-0.051398316
36623_at,-0.051173456
33698_at,-0.051169919
36208_at,-0.050877618
33380_at,-0.05087612
38477_at,-0.050812536
32312_at,-0.050797969
38388_at,-0.050783797
40609_at,-0.050720554
41445_at,-0.050719197
36605_at,-0.050708623
1288_s_at,-0.050705431
41101_at,-0.050687684
41563_at,-0.050676968
37554_at,-0.05054527
39893_at,-0.050480792
35381_at,-0.050471705
35865_at,-0.050355844
40351_at,-0.050339462
32029_at,-0.050333296
450_g_at,-0.050163696
33318_at,-0.050122615
35603_at,-0.05009148
33563_s_at,-0.049965078
39986_at,-0.049863672
34484_at,-0.04964792
38289_r_at,-0.049615642
34154_at,-0.049578658
32673_at,-0.049575244
32691_s_at,-0.049419624
36351_at,-0.049402356
41649_at,-0.049372906
33917_at,-0.049352933
37773_at,-0.049305151
39683_at,-0.049269781
35486_at,-0.049081655
41254_at,-0.049013217
1703_g_at,-0.049008245
40266_at,-0.048944788
39100_at,-0.04891772
39833_at,-0.048849324
34414_at,-0.048778963
33527_at,-0.048739504
35974_at,-0.048736528
38652_at,-0.048732611
32072_at,-0.048591974
36385_at,-0.048479501
36662_at,-0.048462928
38172_at,-0.04819798
40734_r_at,-0.048189559
38020_at,-0.04815439
37800_r_at,-0.048148127
944_s_at,-0.048134475
41493_at,-0.048067714
36068_at,-0.048031302
36295_at,-0.047931301
34054_at,-0.047893177
38845_at,-0.047799434
41612_at,-0.047641915
36371_at,-0.047623366
36973_at,-0.047567306
36630_at,-0.047521392
34602_at,-0.04745971
32790_at,-0.047373864
37378_r_at,-0.047309171
37853_at,-0.047207378
38417_at,-0.047164705
36778_at,-0.047146218
38414_at,-0.047125626
36408_at,-0.047096408
512_at,-0.047078765
31740_s_at,-0.047075081
32135_at,-0.047049834
40227_at,-0.047040138
32801_at,-0.047018814
41304_at,-0.047002377
37240_at,-0.046938867
35333_r_at,-0.046871383
41573_at,-0.046852236
33936_at,-0.046835109
33740_at,-0.046828644
1831_at,-0.046732926
33750_at,-0.046665063
36125_s_at,-0.046614353
35460_at,-0.046589393
37886_at,-0.046554283
36832_at,-0.046425135
32493_at,-0.046368037
33281_at,-0.046273316
33603_at,-0.046266977
37494_at,-0.046249547
1756_f_at,-0.046110623
40244_s_at,-0.046087782
1167_s_at,-0.046082711
702_f_at,-0.0460779
38622_at,-0.045993813
35789_at,-0.045949494
35262_at,-0.04590445
38504_at,-0.045900129
32040_i_at,-0.045866857
35014_at,-0.045798538
348_at,-0.045646754
877_at,-0.045638573
36599_at,-0.045544943
39624_at,-0.045515351
32485_at,-0.04545666
37178_at,-0.04544539
34656_at,-0.045362066
39307_s_at,-0.04535486
32839_at,-0.045329258
38421_at,-0.045315321
32798_at,-0.045159898
37662_at,-0.045112731
33054_at,-0.045109042
36804_at,-0.045026373
39585_at,-0.045008272
35875_at,-0.044996789
1758_r_at,-0.044966896
36389_at,-0.044946221
37278_at,-0.044767925
35434_at,-0.044628725
1159_at,-0.044622169
423_at,-0.044505407
40296_at,-0.04449496
35725_at,-0.044493016
40831_at,-0.044415702
34445_at,-0.044401213
39235_at,-0.044387999
AFFX-HUMISGF3A/M97935_5_at,-0.044241558
1559_at,-0.044228374
40683_at,-0.044147485
1426_at,-0.044143261
37574_at,-0.044040712
1359_at,-0.044031719
40963_at,-0.043974487
34257_at,-0.043952373
40070_at,-0.043930573
38727_at,-0.043905652
34355_at,-0.043853218
37650_at,-0.04366589
31494_at,-0.043542833
882_at,-0.04343638
36398_at,-0.043381693
41358_at,-0.043376754
1890_at,-0.043360038
34070_s_at,-0.043326384
1845_at,-0.043311921
32961_at,-0.043200178
34183_at,-0.04317919
32068_at,-0.04297301
40225_at,-0.042964249
32934_i_at,-0.042934073
1437_at,-0.042873168
31829_r_at,-0.04277492
41801_at,-0.042727707
32289_at,-0.042647064
32575_at,-0.042564509
35426_at,-0.042537143
33749_at,-0.042473082
38048_at,-0.042389391
34024_at,-0.042335145
31684_at,-0.042304234
35590_s_at,-0.042289635
AFFX-HUMISGF3A/M97935_MB_at,-0.042225232
37070_at,-0.042168251
34557_at,-0.042112754
36569_at,-0.042100973
32989_at,-0.042059477
31476_g_at,-0.042053898
129_g_at,-0.041925617
31731_at,-0.041918085
523_s_at,-0.041885077
656_at,-0.041866694
32570_at,-0.041801528
38340_at,-0.041776691
41264_at,-0.041773636
34936_at,-0.041723467
36412_s_at,-0.041684599
35592_at,-0.041663127
36712_at,-0.041651613
37330_at,-0.041637034
41691_at,-0.041583937
35706_at,-0.041548466
31715_at,-0.0414669
39254_at,-0.041450342
40102_at,-0.041437285
34633_s_at,-0.04136294
36782_s_at,-0.041324983
1018_at,-0.041272491
41608_at,-0.04114853
32709_at,-0.041080956
41580_at,-0.041075615
160033_s_at,-0.04101116
40147_at,-0.040992773
34730_g_at,-0.040944141
34687_at,-0.040880136
31430_at,-0.040857892
36842_at,-0.040822482
35416_at,-0.040765359
40960_at,-0.040763636
38743_f_at,-0.040749074
38741_at,-0.040718975
1372_at,-0.040646854
41461_at,-0.040622256
33723_at,-0.040540416
40729_s_at,-0.04051089
36596_r_at,-0.040424752
33508_at,-0.040405101
40806_at,-0.040384904
35551_g_at,-0.040329184
1633_g_at,-0.040300185
36246_at,-0.040280165
1246_at,-0.040245185
34292_at,-0.040231845
39110_at,-0.040220627
1026_s_at,-0.040204885
36327_at,-0.040185518
755_at,-0.040161611
34254_at,-0.040036238
40125_at,-0.040023143
1043_s_at,-0.040007288
36479_at,-0.039986777
1520_s_at,-0.039969717
40887_g_at,-0.03990537
34063_at,-0.039893693
37049_g_at,-0.039794858
33786_r_at,-0.039774909
34452_at,-0.039743645
34940_at,-0.03967507
35863_g_at,-0.039650626
35090_g_at,-0.039578828
712_s_at,-0.039532538
35670_at,-0.039500565
1533_at,-0.039444476
32900_at,-0.03943593
1710_s_at,-0.039320122
31566_at,-0.039314288
40812_at,-0.03931191
33595_r_at,-0.039289388
35166_at,-0.039221988
40659_at,-0.039217156
1386_at,-0.039179307
33195_at,-0.039077731
41543_at,-0.03894038
40301_at,-0.038888491
322_at,-0.038871181
1279_s_at,-0.038862107
1920_s_at,-0.038833719
392_g_at,-0.038830221
37981_at,-0.038784008
982_at,-0.038711063
40605_at,-0.038655966
41097_at,-0.03863234
38212_at,-0.038621308
207_at,-0.038604676
38154_at,-0.038586888
33206_at,-0.038574441
36883_at,-0.038496757
34979_at,-0.038474144
32760_at,-0.038441525
37415_at,-0.038251553
39655_at,-0.038241123
40626_at,-0.038216983
38221_at,-0.038194236
34153_at,-0.038144722
37466_at,-0.038143234
34158_s_at,-0.038121047
41074_at,-0.038086699
32913_i_at,-0.037956097
1978_at,-0.037871195
33688_at,-0.037820725
31502_at,-0.037708536
36467_g_at,-0.037625411
39526_at,-0.03762267
40239_g_at,-0.037616062
33583_r_at,-0.037607261
33600_at,-0.037595596
41615_at,-0.037431948
36820_r_at,-0.03743015
34661_at,-0.037268908
38849_at,-0.037224939
39252_at,-0.037219805
33403_at,-0.037209349
38665_at,-0.037202267
38942_r_at,-0.037101731
33081_at,-0.037045853
32483_at,-0.037013243
39369_at,-0.03694602
1706_at,-0.036890813
31595_at,-0.036855953
36841_at,-0.036854032
36096_at,-0.036834791
35956_s_at,-0.036799221
40180_at,-0.036726222
41121_at,-0.036707626
36256_at,-0.036703717
33467_at,-0.036702928
1615_at,-0.036694983
39677_at,-0.036672732
33785_at,-0.036634428
38793_at,-0.03660435
1745_at,-0.036485006
37208_at,-0.03637517
32923_r_at,-0.036341727
40192_at,-0.036239174
38716_at,-0.036198394
41547_at,-0.036177846
34089_at,-0.036142062
146_at,-0.036139332
33032_r_at,-0.036127728
1328_at,-0.036079989
31879_at,-0.03601545
1553_r_at,-0.035998993
32556_at,-0.035947786
36879_at,-0.035901532
1965_s_at,-0.035787622
41269_r_at,-0.035752619
39975_at,-0.035709265
31557_at,-0.035694803
838_s_at,-0.03567398
39670_at,-0.035602949
32797_at,-0.035565055
38292_at,-0.035502084
33220_at,-0.035440483
36759_at,-0.035282928
1025_g_at,-0.035264435
38498_at,-0.035259105
35861_at,-0.035177677
956_at,-0.035121105
38362_at,-0.035077849
40435_at,-0.03506865
31627_f_at,-0.035046551
33547_i_at,-0.034818376
34614_at,-0.034788269
40735_at,-0.034746133
1117_at,-0.034717662
2084_s_at,-0.034618485
35458_r_at,-0.034488351
33199_at,-0.034453409
36586_at,-0.034387695
39948_at,-0.034386516
38666_at,-0.034223849
36292_at,-0.034207768
36147_at,-0.034113241
910_at,-0.034096782
41012_r_at,-0.034073977
894_g_at,-0.034004524
1923_at,-0.033962861
32127_at,-0.0339425
32768_at,-0.0337579
41524_at,-0.033734782
38277_at,-0.03370008
41513_s_at,-0.033678569
1317_at,-0.033605213
36200_at,-0.033544821
34526_s_at,-0.033541827
37934_at,-0.033509707
35513_r_at,-0.033506736
36356_at,-0.033491007
37075_at,-0.033453492
281_s_at,-0.033439746
41235_at,-0.033417107
32128_at,-0.033402858
693_g_at,-0.03337847
1493_r_at,-0.033368052
1999_s_at,-0.033306935
32815_at,-0.033249255
40680_at,-0.033248016
38040_at,-0.033238155
40456_at,-0.033166532
2064_g_at,-0.033136325
36742_at,-0.033052869
35071_s_at,-0.033038671
40497_at,-0.033032139
34322_r_at,-0.033001505
32347_at,-0.03296426
32701_at,-0.032881911
38543_at,-0.032806716
37041_at,-0.032788336
38829_r_at,-0.032768085
36233_at,-0.032742201
41702_r_at,-0.032627728
35957_at,-0.032516857
38869_at,-0.032514923
34957_at,-0.032514294
38591_at,-0.032489094
37369_s_at,-0.032422117
1253_at,-0.032389196
41751_at,-0.032336175
34524_at,-0.032325516
35913_at,-0.032118943
848_at,-0.03208572
1436_at,-0.032070915
36468_at,-0.032065366
37792_s_at,-0.032056377
40159_r_at,-0.032016381
32197_at,-0.0319383
41280_r_at,-0.031898314
37291_r_at,-0.031880745
36707_s_at,-0.031877705
39580_at,-0.031822069
33395_at,-0.031797589
35147_at,-0.031788023
771_s_at,-0.031777197
35369_at,-0.031765107
35103_i_at,-0.031749072
39456_at,-0.031707781
37411_at,-0.031682054
35152_at,-0.031642122
1781_at,-0.031636937
41271_at,-0.031599456
37064_at,-0.031583813
32953_at,-0.031549299
34243_i_at,-0.03151711
39492_at,-0.031468752
32225_at,-0.031417552
34249_at,-0.031406256
37400_at,-0.031336594
34757_at,-0.031277993
34423_at,-0.031269101
34177_at,-0.031247076
34033_s_at,-0.031230757
38985_at,-0.031088122
36614_at,-0.030856978
34922_at,-0.030813969
32044_at,-0.030754543
39075_at,-0.030730729
40645_at,-0.030693995
31544_at,-0.030692659
31809_at,-0.030664887
39201_r_at,-0.030620531
37626_at,-0.030539412
38686_at,-0.030518455
40787_at,-0.030445718
32874_at,-0.030409755
33385_g_at,-0.030361507
37531_at,-0.03030981
35376_f_at,-0.030255647
40395_at,-0.030197282
37346_at,-0.030173466
36501_at,-0.030094906
1971_g_at,-0.029994951
32675_at,-0.029988869
38844_at,-0.029859469
37922_at,-0.02985587
31402_at,-0.029844096
36034_at,-0.029782146
35438_at,-0.029702507
37967_at,-0.029670069
489_at,-0.029548423
37722_s_at,-0.029546978
36288_at,-0.029532988
34834_at,-0.029497397
37115_at,-0.02947314
39979_at,-0.029469519
1280_i_at,-0.02942569
37880_at,-0.029338409
35550_at,-0.029328478
33417_at,-0.0292725
31900_at,-0.029220098
39641_at,-0.02920438
39569_at,-0.029159959
890_at,-0.02911323
35408_i_at,-0.029085165
32873_at,-0.029059524
38558_at,-0.029054242
34939_r_at,-0.029018749
32069_at,-0.029006417
591_s_at,-0.029006
39810_at,-0.028997722
32940_at,-0.028949548
36261_at,-0.028824679
41775_at,-0.028725181
33543_s_at,-0.02866647
31590_g_at,-0.028650694
31820_at,-0.028633579
41414_at,-0.028566313
33830_at,-0.02838547
32007_at,-0.028296375
31393_r_at,-0.028255077
41693_r_at,-0.028215521
41810_at,-0.028195457
40443_at,-0.028182312
37039_at,-0.028102893
38296_at,-0.028084768
35086_at,-0.028065554
32054_at,-0.027937181
41625_at,-0.027806626
31586_f_at,-0.027781885
38480_s_at,-0.027584947
32192_g_at,-0.027542197
36722_s_at,-0.027509523
2047_s_at,-0.027353364
39449_at,-0.027347682
32319_at,-0.027281481
32450_at,-0.027247161
39401_at,-0.027179431
37730_at,-0.027166081
40466_at,-0.027044538
36669_at,-0.027002525
35049_g_at,-0.026978459
296_at,-0.026966225
37183_at,-0.02694975
40185_at,-0.026946277
36522_at,-0.026927127
38746_at,-0.026895595
40499_r_at,-0.02686783
39264_at,-0.026789703
36894_at,-0.026735537
39375_g_at,-0.026718524
36180_s_at,-0.026683215
38237_at,-0.026668687
1899_s_at,-0.026596225
38860_at,-0.026508524
39727_at,-0.026480318
32126_at,-0.026432397
38961_at,-0.026379933
37739_at,-0.026379389
40207_g_at,-0.026333747
36240_at,-0.026327762
37704_at,-0.026305897
40436_g_at,-0.026204273
32335_r_at,-0.026199589
41324_g_at,-0.026109553
38808_at,-0.026037057
36755_s_at,-0.026007106
38899_s_at,-0.025978173
40135_at,-0.025887234
33788_at,-0.025865921
32554_s_at,-0.025859914
37566_at,-0.025843994
36959_at,-0.025825024
36154_at,-0.025580792
39650_s_at,-0.025411246
41641_at,-0.025331152
36573_at,-0.025246242
32732_at,-0.025166342
35250_at,-0.02514124
186_at,-0.025038157
1552_i_at,-0.025029424
282_at,-0.025015768
33711_at,-0.025008616
39775_at,-0.024950477
37642_at,-0.024854729
37809_at,-0.024832402
981_at,-0.024742293
34166_at,-0.024679585
33851_at,-0.024673498
31611_s_at,-0.024611994
41782_g_at,-0.024606265
40092_at,-0.024541054
34197_at,-0.024407737
34340_at,-0.024389262
32660_at,-0.024351367
36487_at,-0.024322084
32010_at,-0.024306963
36139_at,-0.024275892
37891_at,-0.024275781
38001_at,-0.024211604
37639_at,-0.02419107
35871_s_at,-0.02418566
854_at,-0.024180067
39238_at,-0.024165944
37210_at,-0.024118844
574_s_at,-0.024051498
722_at,-0.023827452
35699_at,-0.02381372
36977_at,-0.023804234
41486_at,-0.023778054
36340_at,-0.02375737
38449_at,-0.023725161
37720_at,-0.023649701
33908_at,-0.023648811
38884_at,-0.0236441
32862_at,-0.023565409
1259_at,-0.023561499
40416_at,-0.023423889
692_s_at,-0.02341023
39920_r_at,-0.023388975
32960_at,-0.023383095
34692_r_at,-0.023346134
35377_at,-0.023339459
1624_at,-0.023322796
39006_r_at,-0.023315302
34734_at,-0.023280295
31841_at,-0.023275607
1987_at,-0.023269541
39521_at,-0.023268155
35899_at,-0.023167321
33551_s_at,-0.023121119
31390_at,-0.022995992
34909_at,-0.022993472
1701_at,-0.022949188
38057_at,-0.02289701
743_at,-0.022733426
38091_at,-0.022670319
1695_at,-0.022563922
35292_at,-0.02253014
2088_s_at,-0.022521244
41056_at,-0.022518017
41016_at,-0.022515148
36058_at,-0.022462624
34763_at,-0.022350397
31933_r_at,-0.022329633
35955_at,-0.0223069
36221_at,-0.022305039
33757_f_at,-0.022231495
39858_s_at,-0.022200191
1614_s_at,-0.02212568
382_at,-0.022117232
40613_at,-0.022096345
1233_s_at,-0.0220928
39103_s_at,-0.022091007
39448_r_at,-0.022069831
1885_at,-0.022060262
33764_at,-0.02205814
35569_at,-0.022058046
41018_at,-0.022049638
35581_at,-0.021980898
34743_at,-0.021963515
776_at,-0.021962769
36440_at,-0.021935265
31483_g_at,-0.021924464
607_s_at,-0.02191299
40563_at,-0.021878031
41592_at,-0.021795591
40668_s_at,-0.021748951
38672_at,-0.021710307
