,x
39956_at,0.171206531
33256_at,0.171244451
41351_at,0.171269633
AFFX-HSAC07/X00351_M_st,0.171374594
33476_at,0.171388472
38331_at,0.171476511
35609_at,0.171489662
32299_at,0.171513192
247_s_at,0.171648379
35452_at,0.171650056
37887_at,0.171844692
40211_at,0.171866983
39187_at,0.17190432
979_g_at,0.17194667
375_at,0.172078662
36845_at,0.172122347
34667_at,0.172161049
169_at,0.172186208
32489_at,0.172201815
35952_at,0.172203636
34981_at,0.172224234
40025_at,0.172227236
33676_at,0.172231402
41422_at,0.172240817
41230_at,0.172248105
39368_at,0.172254709
32337_at,0.172278277
33153_at,0.172330769
40316_at,0.172370018
38705_at,0.172383157
33061_at,0.172397695
32851_at,0.172466101
32480_at,0.172482329
327_f_at,0.172553523
35113_at,0.172574437
40549_at,0.172579377
1765_at,0.172672582
37805_at,0.172860773
35689_at,0.172881624
33754_at,0.173156728
39486_s_at,0.173259956
38215_at,0.173264093
32651_at,0.173292441
37725_at,0.173300711
41589_at,0.173371664
36086_at,0.173401022
36809_at,0.173428258
40702_at,0.173430993
35060_at,0.173459186
31353_f_at,0.173523425
1142_at,0.17371922
39104_at,0.173747903
39613_at,0.173761267
36087_at,0.173773536
36877_at,0.17377767
32697_at,0.173812209
39742_at,0.173927143
39024_at,0.173934901
39865_at,0.173989944
37661_at,0.174015896
39739_at,0.174047375
39013_at,0.174118807
211_at,0.174155303
34008_at,0.174277857
34970_r_at,0.174342037
36267_at,0.174352043
35854_at,0.174423409
39101_at,0.1745817
34879_at,0.174587844
1015_s_at,0.174617092
38143_at,0.174808795
32739_at,0.174839964
31405_at,0.174845146
36531_r_at,0.174876981
38365_at,0.174911645
31562_at,0.17492512
32263_at,0.174981012
32958_at,0.175025189
38489_at,0.175137585
33620_at,0.175262452
33557_at,0.175330038
32351_at,0.175495238
39300_at,0.175568482
40995_at,0.175589123
38932_at,0.175596697
35388_at,0.175787223
33969_at,0.17582259
39836_at,0.175849601
36019_at,0.175894376
33159_at,0.175933389
36737_at,0.17599289
41548_at,0.176029094
37321_at,0.176068031
41791_at,0.176071909
41241_at,0.176132036
38747_at,0.176177949
37783_at,0.176190397
32875_at,0.176236727
36539_at,0.17623982
35852_at,0.176241132
31654_at,0.176248815
38737_at,0.176274206
37372_at,0.176307632
39595_at,0.176308596
31388_at,0.176336834
36680_at,0.176374573
37427_at,0.176375566
38771_at,0.176484376
31361_at,0.17656247
36848_r_at,0.176601502
31644_at,0.176680136
271_s_at,0.176692437
32281_at,0.176737888
41306_at,0.176840248
40197_at,0.176859771
41374_at,0.176862531
31319_at,0.177013225
39265_at,0.177060275
33575_at,0.177108589
991_g_at,0.177152673
32843_s_at,0.177176208
39818_at,0.177184676
32937_at,0.177266675
41864_at,0.177296967
34899_at,0.177336278
33135_at,0.177339592
40942_g_at,0.17734699
33099_at,0.177362599
31769_at,0.177431056
32912_at,0.177478788
36049_at,0.177495373
32617_at,0.177499106
35052_r_at,0.177529074
36255_at,0.17756045
33141_at,0.177723809
41469_at,0.177745653
32382_at,0.177747081
38105_at,0.177777984
34286_at,0.177790488
36724_s_at,0.177826825
31531_g_at,0.177856749
39478_at,0.177870689
35522_at,0.177988189
37997_r_at,0.17799357
36923_at,0.178024158
AFFX-BioB-M_st,0.178033563
36653_g_at,0.178091094
36909_at,0.178161054
31534_at,0.178341733
32688_at,0.178458686
33912_at,0.178476154
316_g_at,0.178634301
39251_at,0.178650173
36442_g_at,0.178676881
908_at,0.178732279
33565_at,0.178749069
38024_at,0.178752761
662_at,0.178761804
33594_at,0.178769221
1900_at,0.178795069
33571_at,0.178868182
40233_at,0.17894885
41515_at,0.178966246
35116_at,0.178971008
32453_at,0.179090089
33449_at,0.179115873
34510_at,0.179129882
36505_at,0.179179125
1027_at,0.179263082
2068_s_at,0.179278275
36403_s_at,0.179404688
41283_at,0.17951432
31913_at,0.179525604
288_s_at,0.179533693
41349_at,0.179576206
35025_at,0.179590741
40972_at,0.179664407
39730_at,0.179779944
41497_at,0.179847743
32809_at,0.179912249
40254_s_at,0.179916986
36948_at,0.17993851
38330_at,0.179945885
34943_at,0.179961981
35912_at,0.179963492
38324_at,0.179979176
31543_at,0.179994909
41023_at,0.180225922
AFFX-CreX-3_st,0.180259998
41116_at,0.180278079
39984_g_at,0.180361958
31367_at,0.18039525
34906_g_at,0.180542485
34681_at,0.18057348
40573_s_at,0.180577344
38196_at,0.180628623
33012_at,0.180664997
1776_at,0.180685537
31571_at,0.180765128
143_s_at,0.180792932
1200_at,0.180905209
38554_at,0.180913557
35023_at,0.180950483
34222_at,0.181049998
34918_at,0.181053369
37525_at,0.18105564
36441_at,0.181064116
31373_at,0.181071044
32508_at,0.181267456
34150_at,0.181367121
1156_at,0.181449933
273_g_at,0.181489242
39055_at,0.181536163
32634_s_at,0.18165281
38240_at,0.18166258
2030_at,0.181674968
38945_at,0.181739594
32386_at,0.181814218
32412_at,0.181872715
41252_s_at,0.181908119
39851_at,0.181937129
41720_r_at,0.182018259
105_at,0.182103982
1512_at,0.182302941
39940_at,0.182331411
34815_at,0.182391368
34385_at,0.182489806
35835_at,0.18259463
41270_at,0.182633996
32551_at,0.182738697
41698_at,0.182844654
35125_at,0.182880942
31461_at,0.18288295
40914_s_at,0.182895157
476_s_at,0.182931635
540_at,0.182989678
36145_at,0.183078012
522_s_at,0.183081432
35519_at,0.18312628
34807_at,0.183169024
40628_at,0.183228552
1578_g_at,0.183257825
40786_at,0.183308993
36450_at,0.183329598
1376_at,0.18336165
34928_at,0.183457896
40878_f_at,0.183484419
33116_f_at,0.183504406
36112_r_at,0.183526058
32036_i_at,0.183546252
35076_at,0.183584351
41080_at,0.183687955
31963_at,0.183698536
36912_at,0.183704292
35035_at,0.183707712
36887_f_at,0.183761341
35053_at,0.183768865
36394_at,0.18386152
39524_at,0.183867385
1791_s_at,0.183893354
34270_at,0.183972623
33987_at,0.184017826
38732_at,0.184026539
38951_at,0.184077173
40584_at,0.184155371
1073_at,0.184257772
34913_at,0.184309574
34500_at,0.184316452
33874_at,0.184390554
35058_at,0.184410555
35042_at,0.184546767
33315_at,0.184674579
37325_at,0.184681026
38565_at,0.184828739
40611_s_at,0.184894644
790_at,0.184899679
36818_at,0.184927772
768_at,0.184989587
35604_at,0.185041261
35440_g_at,0.185103908
1654_at,0.185166741
41427_at,0.185171213
945_at,0.185183306
32930_f_at,0.185264679
31470_at,0.185355618
34305_at,0.185433358
32208_at,0.185485113
1818_at,0.185527013
1430_at,0.185618065
33935_at,0.185675373
38280_s_at,0.18572338
1442_at,0.185827892
33608_at,0.185839378
1258_s_at,0.185849125
39173_at,0.185921968
38960_at,0.185922536
34539_at,0.185937922
33528_at,0.185978045
32234_at,0.186007591
1464_at,0.186054338
1204_at,0.186085884
40590_at,0.186110275
41429_at,0.186133564
35787_at,0.186161853
39861_at,0.186175021
36937_s_at,0.186191052
38185_at,0.186271482
38954_at,0.186277329
31316_at,0.186282596
37405_at,0.186318561
34563_at,0.186398115
34736_at,0.186419048
36418_at,0.186449308
31328_at,0.186476822
41558_s_at,0.186477065
34418_at,0.186513627
36788_at,0.186542835
41812_s_at,0.186552176
31710_at,0.186557686
267_at,0.186605725
37881_at,0.186619806
31434_at,0.18672961
37396_at,0.186743684
31938_g_at,0.18675751
38571_at,0.186823399
40028_at,0.186840557
35143_at,0.18686683
37123_at,0.186947513
31545_at,0.187024842
38962_at,0.187088029
32339_at,0.187122256
34638_r_at,0.187137772
38685_at,0.187192666
31442_at,0.187225837
33922_at,0.187274676
40576_f_at,0.187308261
34018_at,0.187485555
34259_at,0.18760044
32610_at,0.187635487
31941_s_at,0.187691474
39289_at,0.187747967
39228_at,0.187757726
38329_at,0.187775097
414_at,0.187777318
31318_at,0.187847868
40593_at,0.187862958
34421_g_at,0.187950439
32880_at,0.187955858
32241_at,0.187972617
32589_at,0.188009408
40844_at,0.188323043
1674_at,0.188353724
36966_at,0.188370761
357_at,0.188530251
35984_at,0.188647395
32879_at,0.188692952
37124_i_at,0.188713116
33110_at,0.188795119
34616_at,0.188944386
41657_at,0.189007504
31581_at,0.189059525
31490_at,0.189062373
1308_g_at,0.189101063
33522_at,0.189123797
40124_at,0.189166913
33626_at,0.18916899
1855_at,0.189256117
33549_at,0.189284988
35565_at,0.189300794
33342_at,0.189343715
33558_at,0.189366909
952_at,0.189403205
38583_at,0.18940865
37828_at,0.189467007
35455_i_at,0.189488767
40800_at,0.189524602
37523_at,0.189534537
41312_r_at,0.189681526
34548_at,0.189705794
31312_at,0.189771038
36325_at,0.18977382
AFFX-DapX-5_at,0.189782151
34821_at,0.189796731
40378_at,0.189826177
1141_at,0.189886064
1625_at,0.18991765
32322_at,0.189977362
1269_at,0.190041984
32385_at,0.190049312
40498_g_at,0.190066307
AFFX-YEL018w/_at,0.190071946
33704_at,0.190133894
36503_at,0.190157958
32594_at,0.19015963
35568_at,0.190161425
36209_at,0.190195038
33770_at,0.190225342
1631_at,0.19025438
41846_at,0.190266385
40561_at,0.190438437
34999_at,0.190467997
32578_at,0.190504669
33086_at,0.190595813
40520_g_at,0.19063751
38018_g_at,0.190777405
41110_at,0.190785024
33327_at,0.190899653
31368_at,0.190937237
40551_at,0.190961494
33177_at,0.190963104
39225_at,0.191169756
36816_s_at,0.191175908
40525_at,0.191196938
40026_g_at,0.191257845
39193_at,0.191267533
1373_at,0.191270984
38432_at,0.191287365
34248_at,0.19133598
40945_at,0.191395605
34074_s_at,0.191400458
1849_s_at,0.191436824
938_at,0.19146393
38321_r_at,0.191473854
38638_at,0.19155277
36961_at,0.19156318
1196_at,0.191589497
35322_at,0.191630858
32372_at,0.191643158
34516_at,0.191711706
39392_at,0.191743937
204_at,0.19186619
36926_at,0.19189869
34466_at,0.191952377
2033_s_at,0.191974586
33129_at,0.191992235
31541_at,0.192118456
41792_at,0.192298719
39698_at,0.192349727
33782_r_at,0.192370665
39153_r_at,0.192374456
34699_at,0.19238717
41813_at,0.192403094
40090_at,0.192490032
35580_at,0.192525697
32367_at,0.192605415
39477_s_at,0.192632187
33060_g_at,0.192764487
31414_at,0.192947026
41567_at,0.192949882
37870_at,0.19298357
39048_at,0.192991213
39793_at,0.193064648
1023_at,0.193177474
35636_at,0.193215156
38999_s_at,0.19321871
33019_at,0.193232408
35405_at,0.193282272
160035_at,0.193368721
33145_at,0.193451135
36271_at,0.193500372
31568_at,0.193552808
39418_at,0.193562413
1859_s_at,0.193574942
34010_at,0.193600073
41113_at,0.19364663
39586_at,0.193736506
34099_f_at,0.193745384
33363_at,0.193790825
31409_at,0.193830703
31468_f_at,0.193877697
40774_at,0.193984532
39926_at,0.193999495
31655_at,0.194069528
37801_at,0.194115105
39165_at,0.194254004
36324_at,0.19428895
31758_at,0.194369216
35962_at,0.194399512
35640_at,0.194414978
40664_at,0.194464315
32478_f_at,0.194466149
34916_s_at,0.194483156
31348_at,0.194502385
1123_at,0.194557204
36981_at,0.194662037
32402_s_at,0.194684191
33043_at,0.194774617
36664_at,0.194824303
37086_at,0.194917488
35370_at,0.194923839
40219_at,0.19499226
1273_r_at,0.195029262
37245_at,0.195216007
40748_at,0.195253764
38309_r_at,0.19528605
34403_at,0.195289445
40946_at,0.195294358
38998_g_at,0.195374876
40094_r_at,0.195375283
33022_at,0.195406345
38708_at,0.195430496
33105_at,0.195433669
765_s_at,0.195520494
36296_at,0.195554867
AFFX-M27830_3_at,0.195601167
2041_i_at,0.195732121
35908_at,0.195754521
33298_at,0.195766135
35882_at,0.195770953
41703_r_at,0.195882072
35239_at,0.195907912
34839_at,0.195908897
36801_at,0.195955268
33437_at,0.196039907
36355_at,0.1960915
34368_at,0.19627348
39497_at,0.19630392
36349_at,0.19631838
1575_at,0.19651876
37093_at,0.196529623
34035_at,0.196567462
36853_at,0.196595633
38173_at,0.19662003
34051_at,0.19662892
1721_g_at,0.196689868
40017_at,0.196706491
36560_at,0.196708083
39326_at,0.196718323
160041_at,0.196856594
38880_at,0.196865657
36377_at,0.196895319
1722_at,0.196944163
1097_s_at,0.1969963
40793_s_at,0.197020912
33187_r_at,0.197054891
39267_at,0.197063404
40724_at,0.197111087
778_s_at,0.197143468
35051_at,0.197156712
34758_at,0.197262192
32931_at,0.197271022
31774_at,0.197344757
40600_at,0.197529071
32788_at,0.197690972
37392_at,0.197756917
36705_at,0.197819383
39500_s_at,0.197845476
34235_at,0.197893159
37594_at,0.197922025
1435_f_at,0.197934497
34514_at,0.197949766
40294_at,0.197983729
39479_g_at,0.198004995
39297_at,0.19804793
34164_at,0.198100245
37547_at,0.198133298
33280_r_at,0.198193142
36012_at,0.198194095
33934_at,0.198376734
32524_s_at,0.198379855
33513_at,0.198403287
37814_g_at,0.198527974
35107_at,0.198528449
452_at,0.198545958
35066_g_at,0.198564006
33418_at,0.19861349
38102_at,0.198793516
34085_at,0.198879681
160034_s_at,0.198896973
32878_f_at,0.19891638
32555_at,0.198937949
41852_at,0.198938988
40487_at,0.198991322
38259_at,0.199037879
33696_at,0.199284208
38395_at,0.199805819
41769_at,0.199808883
33321_r_at,0.199811793
33077_at,0.199836803
32476_at,0.199837448
1445_at,0.199952129
33535_at,0.199953996
37143_s_at,0.199956293
41463_at,0.200000628
40179_at,0.200035384
41496_at,0.200124284
1475_s_at,0.200146685
2091_at,0.200170613
34875_r_at,0.200183939
37522_r_at,0.20018893
32099_at,0.200229917
775_at,0.200263503
34121_at,0.200288456
34765_at,0.200295956
33365_at,0.20032109
1411_at,0.200330305
31725_s_at,0.200330556
41479_s_at,0.200353132
33536_at,0.200363474
37857_at,0.200584511
35638_at,0.200712601
37648_at,0.200890455
31573_at,0.200893135
35722_at,0.20089335
41585_at,0.200894572
35117_at,0.200983013
465_at,0.201070109
38533_s_at,0.201088031
40209_at,0.201176482
31400_at,0.20118225
41329_at,0.201228094
40877_s_at,0.201265335
37707_i_at,0.201300672
31628_at,0.201350665
40908_r_at,0.201494117
31366_at,0.201580275
37347_at,0.201681202
41060_at,0.201698368
31350_at,0.201842337
41392_at,0.201898686
32179_s_at,0.202017152
1893_s_at,0.202026261
37322_s_at,0.20203292
38072_at,0.202036485
33209_at,0.202041943
38400_at,0.202056517
39270_at,0.202060876
35893_s_at,0.202087105
40526_at,0.202160513
37873_g_at,0.20221381
34816_at,0.202411845
39357_at,0.202480283
41670_at,0.202511625
33401_at,0.202669695
38396_at,0.202735775
41141_at,0.202806348
37349_r_at,0.202889313
619_s_at,0.202961193
32906_at,0.203038972
1770_at,0.203061343
37231_at,0.203095578
35571_at,0.203102673
41042_r_at,0.203108967
37660_at,0.203110821
33394_at,0.203177918
32449_at,0.203205938
847_at,0.203391272
34613_at,0.203461018
40276_at,0.203470752
1653_at,0.203609216
31772_at,0.203684868
31561_at,0.203690543
37461_at,0.203716455
31438_s_at,0.203720151
37865_at,0.20376495
34057_at,0.203782744
34570_at,0.203785867
1152_i_at,0.203808281
40804_at,0.203870709
38025_r_at,0.203948957
34330_at,0.20399503
31783_at,0.204030624
34787_at,0.204081773
37297_at,0.204121389
32129_at,0.204127224
33619_at,0.204158025
39474_s_at,0.204214475
34290_f_at,0.204230429
33983_at,0.204240986
39047_at,0.204293852
40430_at,0.204322958
40591_at,0.204400328
816_g_at,0.204432062
38821_at,0.204518115
38009_at,0.204626793
41435_at,0.20469105
34609_g_at,0.204745352
1472_g_at,0.204772382
1332_f_at,0.204785221
32577_s_at,0.204831422
688_at,0.204892105
33249_at,0.204993524
36205_at,0.205041202
32395_r_at,0.205092393
38616_at,0.205121646
32243_g_at,0.205126058
32889_at,0.205248287
33475_at,0.205350715
35114_at,0.20539752
40595_at,0.205494661
41514_s_at,0.205623987
38986_at,0.205636951
33007_at,0.205703819
33687_at,0.205754669
40708_at,0.205860985
41499_at,0.205899404
33028_at,0.205925534
40146_at,0.206015485
34195_at,0.206030432
940_g_at,0.206052297
37556_at,0.206123772
41456_at,0.206183998
39203_at,0.206248681
35055_at,0.206295623
38582_at,0.206298253
31478_at,0.206410214
34026_at,0.206541688
33057_g_at,0.206554762
40738_at,0.206599101
35130_at,0.20687559
33708_at,0.206892486
31576_at,0.206947643
40188_f_at,0.206955398
653_at,0.206970939
39654_at,0.207003513
35248_at,0.207041685
36516_at,0.207064945
270_at,0.207123229
39346_at,0.207207208
35386_at,0.20721791
40030_at,0.207490359
34208_at,0.207726479
36731_g_at,0.207811373
1887_g_at,0.207837336
1690_at,0.207886638
33481_at,0.207914929
38820_at,0.208032674
41063_g_at,0.208052914
31918_at,0.208162161
1001_at,0.208209033
40742_at,0.208243579
39214_at,0.208413569
33735_at,0.208416579
34891_at,0.208499292
32852_at,0.208550884
33902_at,0.208718548
40540_at,0.208938456
41673_at,0.209011576
1843_at,0.20905952
37986_at,0.209092086
33317_at,0.209107836
41009_at,0.209161953
39629_at,0.209165592
34032_at,0.209166979
1384_at,0.209179978
40322_at,0.209237193
32042_at,0.209309909
38426_at,0.209404828
1148_s_at,0.209476385
32864_at,0.209525876
623_s_at,0.209533228
32346_at,0.20954248
31539_r_at,0.209579256
32822_at,0.209606255
41231_f_at,0.209733392
32887_at,0.209816209
32633_at,0.209840856
31450_s_at,0.209856171
33469_r_at,0.209889954
32048_at,0.20996162
32849_at,0.209984979
33972_r_at,0.210038662
41111_at,0.210071033
33389_at,0.210078269
39189_at,0.210085159
913_at,0.210111202
36581_at,0.210236468
33046_f_at,0.210384603
38226_at,0.210496105
35108_at,0.210517091
41373_s_at,0.210536913
40989_at,0.210546552
39480_s_at,0.210625639
40915_r_at,0.210760485
31507_at,0.21081899
33115_at,0.210868031
35306_at,0.210972422
39423_f_at,0.210991289
34522_at,0.211093328
38104_at,0.211285694
33486_at,0.211313093
38552_f_at,0.211429624
160036_at,0.211462978
34572_at,0.211620117
36287_at,0.211864156
31363_at,0.211887388
37852_at,0.211908563
31839_at,0.21199249
38930_at,0.212006523
31704_at,0.212020428
674_g_at,0.212079724
36660_at,0.212127268
37713_at,0.212203608
1477_s_at,0.212286497
1975_s_at,0.212294865
131_at,0.212445533
1070_at,0.212469886
40517_at,0.212475215
38046_at,0.212492887
38384_at,0.212641295
40757_at,0.21266724
33673_r_at,0.212684228
32379_f_at,0.212687588
36361_at,0.212742864
31952_at,0.21277406
35958_at,0.212806047
31876_r_at,0.212830298
39671_at,0.212966324
40364_at,0.212986906
34799_at,0.213024978
433_at,0.213029292
35752_s_at,0.213150917
34038_at,0.213197889
35470_at,0.213231988
40921_at,0.213348849
35585_at,0.213418989
34629_at,0.213433618
39462_s_at,0.213490269
39612_at,0.213501209
36852_at,0.21352746
32890_at,0.213536371
31717_at,0.213538611
AFFX-ThrX-5_at,0.21373807
34095_f_at,0.213804014
39811_at,0.213834425
32205_at,0.213928969
41258_at,0.213968788
41721_at,0.213977347
38080_at,0.214064809
39824_at,0.214115354
40691_at,0.214262969
36333_at,0.21438878
680_s_at,0.214564604
33632_g_at,0.21456762
35697_at,0.21474221
447_g_at,0.214873669
39917_at,0.214874324
35171_at,0.214960699
1029_s_at,0.214976608
40825_at,0.215149065
32751_at,0.215273435
1489_s_at,0.215481421
35012_at,0.215566074
37756_at,0.215615647
38852_at,0.215662438
152_f_at,0.215844664
602_s_at,0.215849162
38257_at,0.215873297
1604_at,0.215877522
41664_at,0.215936611
40811_at,0.215946239
1682_s_at,0.216013008
39488_at,0.216027941
39275_at,0.216038859
37910_at,0.216050518
37618_at,0.216059362
38695_at,0.216106567
36582_g_at,0.216236159
41583_at,0.216248763
41319_at,0.216379846
1471_at,0.216440183
35256_at,0.216523823
41357_at,0.216541533
32951_g_at,0.216560911
33923_s_at,0.216577554
31408_at,0.216595098
34612_at,0.216617077
32303_at,0.216635569
38796_at,0.216769971
34151_at,0.21683047
34904_at,0.217093115
480_at,0.217101245
579_at,0.217171644
35880_at,0.217305574
563_at,0.217321857
35560_at,0.217356235
39466_s_at,0.21740289
39900_at,0.2174649
549_at,0.217491463
562_g_at,0.217693798
1183_at,0.217747488
32657_at,0.217752603
39849_at,0.217804458
33985_s_at,0.217836938
39092_at,0.217897827
37647_at,0.217925987
35933_f_at,0.217968305
39244_at,0.218078638
36098_at,0.218088286
41311_f_at,0.218129504
39347_at,0.218137251
1795_g_at,0.218162224
39434_at,0.218201546
33010_at,0.218203183
39195_s_at,0.218316312
35873_at,0.218358299
36864_at,0.218423022
558_at,0.21842326
33684_at,0.218466165
38016_at,0.218538206
35508_at,0.218560773
33092_at,0.218574244
39593_at,0.218662116
2074_at,0.218713073
37224_at,0.218780427
33697_at,0.218928124
31870_at,0.218938383
31780_f_at,0.218971618
39997_at,0.219092383
515_s_at,0.21910076
299_i_at,0.219169213
41106_at,0.219191078
33949_at,0.219276081
32728_at,0.219282133
39673_i_at,0.219333418
40736_at,0.219361801
32090_at,0.219402596
35867_at,0.219408635
1561_at,0.219464421
37382_at,0.219581437
38602_at,0.21967777
36482_s_at,0.219737599
38620_at,0.219778977
41041_s_at,0.219806035
37854_at,0.219808637
39708_at,0.219922667
35015_at,0.220398207
40694_at,0.220464466
37945_at,0.220481501
32661_s_at,0.220521387
37712_g_at,0.220608658
32528_at,0.220806909
33378_at,0.220843337
37717_at,0.220916731
33695_at,0.220921246
676_g_at,0.221001106
35946_at,0.221161567
31921_at,0.221230307
32242_at,0.221271675
37937_at,0.221468697
34831_at,0.221629001
31653_at,0.221790054
31425_g_at,0.221882847
32357_at,0.221897215
1805_g_at,0.221932772
41299_f_at,0.222082417
39564_s_at,0.222218482
AFFX-MurIL4_at,0.222315398
32141_at,0.222323144
31930_f_at,0.22232661
39222_at,0.222523732
34219_at,0.22257599
36895_at,0.22267103
1543_at,0.222708404
41328_s_at,0.222757806
35410_at,0.22288234
40709_at,0.222927311
39140_at,0.223055516
40168_at,0.223137352
31793_at,0.223381271
31789_at,0.223429885
33228_g_at,0.223642366
32982_at,0.223743904
36357_at,0.223768903
35098_at,0.223815916
37675_at,0.223990469
35810_at,0.22402669
40771_at,0.224043357
41213_at,0.224077569
1689_at,0.22408901
33324_s_at,0.224318066
33611_g_at,0.224438772
41869_at,0.224469876
36868_at,0.224528173
1096_g_at,0.224544636
1584_at,0.224616805
35994_at,0.224728232
34386_at,0.224761622
37909_at,0.224902845
33652_at,0.225020667
33111_at,0.225130991
39174_at,0.225248053
36103_at,0.225257105
35495_at,0.225341984
31392_r_at,0.225382549
38269_at,0.225455117
37930_at,0.22549133
32858_at,0.225642095
31997_at,0.225647306
31967_at,0.22573265
337_at,0.22583327
1720_at,0.2258561
35567_at,0.225878924
41178_at,0.225883417
35471_g_at,0.225939257
41756_at,0.226022398
31679_at,0.226041142
33166_at,0.226186498
40543_at,0.226219187
38660_at,0.226237878
358_at,0.226590766
32433_at,0.226627409
35903_at,0.226692508
39745_at,0.226696612
39074_at,0.226792384
34252_at,0.226811919
40773_at,0.226871347
31535_i_at,0.227128795
37089_at,0.227215762
1958_at,0.227233133
40392_at,0.227241345
40089_at,0.227314608
AFFX-MurIL2_at,0.227449413
36952_at,0.227465665
1334_s_at,0.227596476
41345_at,0.227617543
41787_at,0.227669082
1272_at,0.227909857
36122_at,0.227966706
1476_s_at,0.228109079
38360_at,0.228180112
40058_s_at,0.228182593
40057_at,0.228252435
832_at,0.228367858
1516_g_at,0.228475634
41336_at,0.228518301
31687_f_at,0.228538275
958_s_at,0.228685718
32390_at,0.228712629
31807_at,0.228723526
40477_r_at,0.2287322
37491_at,0.228734056
31570_at,0.228742318
40653_at,0.228747806
37083_s_at,0.228764046
36081_s_at,0.228828395
36982_at,0.228890583
32619_at,0.228946755
31787_at,0.228996858
41380_at,0.229011052
31556_at,0.229040406
35987_g_at,0.229080378
33029_at,0.22909891
37188_at,0.229333114
33005_at,0.229387598
32507_at,0.229445934
41797_at,0.229450997
35791_at,0.229507961
1403_s_at,0.229533615
34532_at,0.229608573
36786_at,0.229693653
34258_at,0.230213351
33172_at,0.230213657
33065_at,0.230245168
1851_s_at,0.230297007
32276_at,0.230310484
41051_at,0.230347311
1203_at,0.230485401
35323_at,0.230485825
39031_at,0.23050769
36273_at,0.230637532
31546_at,0.230645325
38179_at,0.230701255
32586_at,0.230806679
31999_at,0.230847468
35095_r_at,0.230979842
40341_at,0.231056624
1425_at,0.231101971
31369_at,0.231140703
32371_at,0.231157071
629_at,0.231231245
AFFX-BioC-3_st,0.231247714
39726_at,0.231324529
38596_i_at,0.231329556
1839_at,0.231333673
32349_at,0.231350395
33181_at,0.231435473
31633_g_at,0.231441854
39282_at,0.231567332
33263_at,0.23158622
165_g_at,0.23158732
41068_at,0.231603552
32013_at,0.231622217
37596_at,0.231741317
37090_at,0.231781329
32942_at,0.231816166
40261_at,0.231868973
903_at,0.231993308
39012_g_at,0.232160892
34923_at,0.23219759
39653_at,0.232205001
31755_at,0.23228623
1100_at,0.232299304
36446_s_at,0.232312823
40625_f_at,0.232363476
31639_f_at,0.232369423
36810_at,0.232447762
33035_at,0.232465883
39651_at,0.232540111
37896_at,0.232768355
1360_at,0.232801315
34141_at,0.232869342
40970_at,0.232968416
31617_at,0.233014712
33968_at,0.233048667
1605_g_at,0.233097635
39845_at,0.233266883
34531_at,0.233410447
1381_at,0.23341193
37145_at,0.233420402
1803_at,0.23344912
34946_at,0.233520676
398_at,0.233595963
620_at,0.233659815
40412_at,0.233743902
34646_at,0.233868897
1548_s_at,0.233873393
32534_f_at,0.233906559
38036_at,0.23393624
41851_at,0.2342032
36153_at,0.23420876
35136_at,0.234225972
40117_at,0.234369609
38919_at,0.234417642
874_at,0.234443092
39558_s_at,0.234501688
34094_i_at,0.234553563
31577_at,0.234562081
35056_at,0.234672594
37592_at,0.234827032
32832_at,0.234849194
822_s_at,0.234857687
33747_s_at,0.234879389
39731_at,0.234890333
34579_r_at,0.234950046
35253_at,0.235054354
36410_f_at,0.23511606
34012_at,0.235127496
1784_s_at,0.235249192
1660_at,0.235457177
34852_g_at,0.235462968
37116_at,0.235490463
39296_at,0.235615242
31376_at,0.235671917
39025_at,0.235698855
35743_at,0.235905841
35563_at,0.235970091
32722_at,0.236067777
34641_at,0.236131811
39682_at,0.236194785
39559_at,0.236196156
38689_at,0.236224433
1056_s_at,0.236282647
34974_at,0.236385129
934_at,0.236395587
40528_at,0.236487335
40816_at,0.236505961
41749_at,0.236542267
32518_at,0.236597823
38249_at,0.236619602
975_at,0.236686673
39983_at,0.236698245
1550_at,0.236706833
36535_at,0.236713299
38023_at,0.236715766
33310_at,0.236719403
32576_at,0.236731286
31485_at,0.236962705
39469_s_at,0.236988649
37397_at,0.237012529
40719_at,0.237285575
35419_g_at,0.237690434
31439_f_at,0.23781957
33250_at,0.237822453
39221_at,0.237910608
34798_at,0.237937676
38121_at,0.238011276
37053_at,0.238061542
33049_at,0.238108358
31746_at,0.238397999
37165_f_at,0.238605378
37263_at,0.23866217
37974_at,0.238672908
39077_at,0.238734074
39241_at,0.238768374
34371_at,0.238852718
34499_at,0.238946032
33156_at,0.239098186
35391_at,0.239178833
35133_at,0.239315647
36294_at,0.239669181
36859_at,0.23969309
32383_at,0.239791042
40922_at,0.239870896
39993_at,0.239895329
34753_at,0.23991201
34621_at,0.240207222
31397_at,0.240231274
37323_r_at,0.240291967
41790_at,0.240403862
1060_g_at,0.240407209
413_at,0.240451713
33510_s_at,0.240607658
33656_at,0.240660252
31322_at,0.240833553
37495_at,0.241078118
32981_at,0.241180165
2048_s_at,0.24122053
34664_at,0.241377465
41854_at,0.241446201
33255_at,0.241531637
39284_at,0.241542406
32403_at,0.241572159
33379_at,0.241799044
1730_s_at,0.241825491
38734_at,0.241943196
34498_at,0.241976197
1151_at,0.24197961
36944_f_at,0.242025288
37125_f_at,0.242121086
268_at,0.242276842
33429_at,0.242282593
38777_at,0.242303028
33451_s_at,0.24230563
40133_s_at,0.242312296
35198_at,0.242519101
